sweepnet sample type,plant taxon from which arthropods were collected,new sweepnet vegetation taxon,notes regarding sweepnet sample,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
plant,Sphaeralcea ambigua,,,123,ESCA_plot,41,237622032,3877a4b8-412e-4439-8210-01c1ac0bd175,2023-05-11 22:35:04,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Ruellia peninsularis,,,124,ESCA_plot,42,237856802,836ae986-8e58-4712-aed4-06e00d17348a,2023-05-12 20:15:33,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Simmondsia chinensis,,,125,ESCA_plot,42,237856802,836ae986-8e58-4712-aed4-06e00d17348a,2023-05-12 20:15:33,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Lantana camara,,,126,ESCA_plot,42,237856802,836ae986-8e58-4712-aed4-06e00d17348a,2023-05-12 20:15:33,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,Cyanodon dactylon,127,ESCA_plot,43,237856902,87ac4c60-7f42-457e-ba86-376b711cfec3,2023-05-12 20:16:20,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,Cyanodon dactylon,128,ESCA_plot,43,237856902,87ac4c60-7f42-457e-ba86-376b711cfec3,2023-05-12 20:16:20,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,Cyanodon dactylon,129,ESCA_plot,43,237856902,87ac4c60-7f42-457e-ba86-376b711cfec3,2023-05-12 20:16:20,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Citrus,,,130,ESCA_plot,44,238459317,2bf9960c-620d-4dd8-b81c-aa8f189312b6,2023-05-15 22:51:56,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Tecoma stans,,,131,ESCA_plot,44,238459317,2bf9960c-620d-4dd8-b81c-aa8f189312b6,2023-05-15 22:51:56,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Lantana camara,,,132,ESCA_plot,44,238459317,2bf9960c-620d-4dd8-b81c-aa8f189312b6,2023-05-15 22:51:56,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Leucophyllum,,Leucophyllum sp.,133,ESCA_plot,45,238459344,b9925239-ebf4-418b-a010-d4169970f4b3,2023-05-15 22:52:15,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Leucophyllum,,Leucophyllum sp.,134,ESCA_plot,45,238459344,b9925239-ebf4-418b-a010-d4169970f4b3,2023-05-15 22:52:15,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Acacia farnesiana,,,135,ESCA_plot,45,238459344,b9925239-ebf4-418b-a010-d4169970f4b3,2023-05-15 22:52:15,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,Bougainvillea sp. ,136,ESCA_plot,46,238730367,ca876f17-bae0-4f29-9293-6831223a68c3,2023-05-16 22:45:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,Bougainvillea sp. ,137,ESCA_plot,46,238730367,ca876f17-bae0-4f29-9293-6831223a68c3,2023-05-16 22:45:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Leucophyllum,,Leucophyllum sp. ,138,ESCA_plot,46,238730367,ca876f17-bae0-4f29-9293-6831223a68c3,2023-05-16 22:45:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,Bougainvillea sp.,139,ESCA_plot,47,238730388,a1dd9916-e624-4690-9cb5-03c34b2972db,2023-05-16 22:45:45,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Lantana camara,,,140,ESCA_plot,47,238730388,a1dd9916-e624-4690-9cb5-03c34b2972db,2023-05-16 22:45:45,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Hesperaloe parviflora,,,141,ESCA_plot,47,238730388,a1dd9916-e624-4690-9cb5-03c34b2972db,2023-05-16 22:45:45,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Hesperaloe parviflora,,,142,ESCA_plot,48,239016156,388979cd-152b-415c-b551-00396a9e3067,2023-05-17 23:31:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Lantana camara,,,143,ESCA_plot,48,239016156,388979cd-152b-415c-b551-00396a9e3067,2023-05-17 23:31:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Lantana camara,,,144,ESCA_plot,48,239016156,388979cd-152b-415c-b551-00396a9e3067,2023-05-17 23:31:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,145,ESCA_plot,49,239016198,c155c383-8e81-4f47-9a2d-7173c92081ef,2023-05-17 23:31:31,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,146,ESCA_plot,49,239016198,c155c383-8e81-4f47-9a2d-7173c92081ef,2023-05-17 23:31:31,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,147,ESCA_plot,49,239016198,c155c383-8e81-4f47-9a2d-7173c92081ef,2023-05-17 23:31:31,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Oncosiphon pilulifer,,148,ESCA_plot,50,239288024,ea1d5332-2ba2-471b-b8c3-c87224c311c4,2023-05-18 22:21:45,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Salsola tragus,,,149,ESCA_plot,50,239288024,ea1d5332-2ba2-471b-b8c3-c87224c311c4,2023-05-18 22:21:45,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Chenopodium,,Chenopodium sp. ,150,ESCA_plot,50,239288024,ea1d5332-2ba2-471b-b8c3-c87224c311c4,2023-05-18 22:21:45,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Malva parviflora,,,151,ESCA_plot,51,239288084,9b26e65c-d1c4-45d5-9aec-c2a317a996fd,2023-05-18 22:21:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Oncosiphon pilulifer ,,152,ESCA_plot,51,239288084,9b26e65c-d1c4-45d5-9aec-c2a317a996fd,2023-05-18 22:21:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Oncosiphon pilulifer ,,153,ESCA_plot,51,239288084,9b26e65c-d1c4-45d5-9aec-c2a317a996fd,2023-05-18 22:21:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Oncosiphon pilulifer,,154,ESCA_plot,52,239288139,8c024dda-bf25-4b40-bde2-cc4da08a2912,2023-05-18 22:22:10,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Oncosiphon pilulifer,,155,ESCA_plot,52,239288139,8c024dda-bf25-4b40-bde2-cc4da08a2912,2023-05-18 22:22:10,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Atriplex polycarpa,,156,ESCA_plot,52,239288139,8c024dda-bf25-4b40-bde2-cc4da08a2912,2023-05-18 22:22:10,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,157,ESCA_plot,53,239558968,c47853e9-4a5e-4576-b4cc-adbcabcda8fe,2023-05-19 20:26:09,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,158,ESCA_plot,53,239558968,c47853e9-4a5e-4576-b4cc-adbcabcda8fe,2023-05-19 20:26:09,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,159,ESCA_plot,53,239558968,c47853e9-4a5e-4576-b4cc-adbcabcda8fe,2023-05-19 20:26:09,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,160,ESCA_plot,54,239558975,5ff14c89-dc5e-43a9-892f-8864ac190bed,2023-05-19 20:26:13,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Leucophyllum,,,161,ESCA_plot,54,239558975,5ff14c89-dc5e-43a9-892f-8864ac190bed,2023-05-19 20:26:13,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Leucophyllum,,,162,ESCA_plot,54,239558975,5ff14c89-dc5e-43a9-892f-8864ac190bed,2023-05-19 20:26:13,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,163,ESCA_plot,55,240183813,ea8e1a60-cdb8-4182-8de8-69098df59a4f,2023-05-22 21:36:20,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,164,ESCA_plot,55,240183813,ea8e1a60-cdb8-4182-8de8-69098df59a4f,2023-05-22 21:36:20,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,165,ESCA_plot,55,240183813,ea8e1a60-cdb8-4182-8de8-69098df59a4f,2023-05-22 21:36:20,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,166,ESCA_plot,56,240183828,5da3d841-6723-4dab-8d17-cf570e21a6dd,2023-05-22 21:36:24,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,167,ESCA_plot,56,240183828,5da3d841-6723-4dab-8d17-cf570e21a6dd,2023-05-22 21:36:24,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,168,ESCA_plot,56,240183828,5da3d841-6723-4dab-8d17-cf570e21a6dd,2023-05-22 21:36:24,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,Bougainvillea sp.,169,ESCA_plot,57,240459398,3c71c5be-f4c4-4dc1-8ec7-c976f9b692c0,2023-05-23 22:46:06,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,Bougainvillea sp.,170,ESCA_plot,57,240459398,3c71c5be-f4c4-4dc1-8ec7-c976f9b692c0,2023-05-23 22:46:06,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Ulmus,,Ulmus sp. (Likely parviflora),171,ESCA_plot,57,240459398,3c71c5be-f4c4-4dc1-8ec7-c976f9b692c0,2023-05-23 22:46:06,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,172,ESCA_plot,58,240459430,6becf0f0-eada-4465-863d-c069298587c1,2023-05-23 22:46:32,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,173,ESCA_plot,58,240459430,6becf0f0-eada-4465-863d-c069298587c1,2023-05-23 22:46:32,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Hesperaloe parviflora,,,174,ESCA_plot,58,240459430,6becf0f0-eada-4465-863d-c069298587c1,2023-05-23 22:46:32,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Pinus eldarica,,,175,ESCA_plot,59,240721028,a7f6a85a-fc6b-4935-bb1b-1871c868c776,2023-05-24 19:32:44,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,,176,ESCA_plot,59,240721028,a7f6a85a-fc6b-4935-bb1b-1871c868c776,2023-05-24 19:32:44,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,,177,ESCA_plot,59,240721028,a7f6a85a-fc6b-4935-bb1b-1871c868c776,2023-05-24 19:32:44,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Encelia farinosa,,,178,ESCA_plot,60,240721249,ffffaca4-2a0f-47b0-a6e6-06369a4c702e,2023-05-24 19:33:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,179,ESCA_plot,60,240721249,ffffaca4-2a0f-47b0-a6e6-06369a4c702e,2023-05-24 19:33:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Ambrosia deltoidea,,,180,ESCA_plot,60,240721249,ffffaca4-2a0f-47b0-a6e6-06369a4c702e,2023-05-24 19:33:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Sphaeralcea ambigua,,,181,ESCA_plot,61,241008493,b8483dbc-66d1-4218-8f18-2de9bec39993,2023-05-25 20:04:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Ambrosia deltoidea,,,182,ESCA_plot,61,241008493,b8483dbc-66d1-4218-8f18-2de9bec39993,2023-05-25 20:04:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,Jumping spider escaped net/jar,183,ESCA_plot,61,241008493,b8483dbc-66d1-4218-8f18-2de9bec39993,2023-05-25 20:04:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,184,ESCA_plot,62,241008516,c95a2b90-754a-4284-abe2-8f44848af701,2023-05-25 20:04:28,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,185,ESCA_plot,62,241008516,c95a2b90-754a-4284-abe2-8f44848af701,2023-05-25 20:04:28,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,186,ESCA_plot,62,241008516,c95a2b90-754a-4284-abe2-8f44848af701,2023-05-25 20:04:28,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Ficus carica,,187,ESCA_plot,63,241318686,6de33fec-b424-4086-9922-e68c6b948022,2023-05-26 20:26:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Moringa oleifera,,188,ESCA_plot,63,241318686,6de33fec-b424-4086-9922-e68c6b948022,2023-05-26 20:26:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,,189,ESCA_plot,63,241318686,6de33fec-b424-4086-9922-e68c6b948022,2023-05-26 20:26:58,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Acacia farnesiana,,,190,ESCA_plot,64,241318701,81c82013-6ae7-4e4c-961d-cf5a59afadbb,2023-05-26 20:27:04,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Hesperaloe parviflora,,,191,ESCA_plot,64,241318701,81c82013-6ae7-4e4c-961d-cf5a59afadbb,2023-05-26 20:27:04,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,192,ESCA_plot,64,241318701,81c82013-6ae7-4e4c-961d-cf5a59afadbb,2023-05-26 20:27:04,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Salsola tragus,,,193,ESCA_plot,65,242318874,a9847500-e2de-457e-b45b-c3c1ee4de08b,2023-05-30 23:40:22,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Morus alba,,,194,ESCA_plot,65,242318874,a9847500-e2de-457e-b45b-c3c1ee4de08b,2023-05-30 23:40:22,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Amaranthus,,,195,ESCA_plot,65,242318874,a9847500-e2de-457e-b45b-c3c1ee4de08b,2023-05-30 23:40:22,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,196,ESCA_plot,66,242318891,7a4af4f8-58e9-4bf5-99f1-612da9f1112f,2023-05-30 23:40:42,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Tecoma stans,,,197,ESCA_plot,66,242318891,7a4af4f8-58e9-4bf5-99f1-612da9f1112f,2023-05-30 23:40:42,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,,198,ESCA_plot,66,242318891,7a4af4f8-58e9-4bf5-99f1-612da9f1112f,2023-05-30 23:40:42,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Lactuca serriola,,,199,ESCA_plot,67,242612588,ad23e6b1-3f5d-4a13-9470-f493bb9338ea,2023-05-31 21:54:05,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Salsola tragus,,,200,ESCA_plot,67,242612588,ad23e6b1-3f5d-4a13-9470-f493bb9338ea,2023-05-31 21:54:05,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Sphaeralcea ambigua,,,201,ESCA_plot,67,242612588,ad23e6b1-3f5d-4a13-9470-f493bb9338ea,2023-05-31 21:54:05,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Medicago sativa,,Alfalfa field 2m N of plot boundary,202,ESCA_plot,68,242612605,63aefddf-ae62-4ef4-8d65-8427b6bddf78,2023-05-31 21:54:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,,203,ESCA_plot,68,242612605,63aefddf-ae62-4ef4-8d65-8427b6bddf78,2023-05-31 21:54:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,,204,ESCA_plot,68,242612605,63aefddf-ae62-4ef4-8d65-8427b6bddf78,2023-05-31 21:54:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Rosmarinus officinalis,,,205,ESCA_plot,69,242612615,a9558502-003f-4433-ba56-f1f7813670ef,2023-05-31 21:54:37,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Citrus,,,206,ESCA_plot,69,242612615,a9558502-003f-4433-ba56-f1f7813670ef,2023-05-31 21:54:37,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,,207,ESCA_plot,69,242612615,a9558502-003f-4433-ba56-f1f7813670ef,2023-05-31 21:54:37,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,208,ESCA_plot,70,242872182,d3a92cdf-fb23-49dd-afba-45ca1c3f04e8,2023-06-01 21:11:38,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,209,ESCA_plot,70,242872182,d3a92cdf-fb23-49dd-afba-45ca1c3f04e8,2023-06-01 21:11:38,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,Bougainvillea sp. ,210,ESCA_plot,70,242872182,d3a92cdf-fb23-49dd-afba-45ca1c3f04e8,2023-06-01 21:11:38,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,Bougainvillea sp.,211,ESCA_plot,71,242872207,b30c170a-bf8a-490a-9e11-56f124ac1d66,2023-06-01 21:11:46,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,Bougainvillea sp.,212,ESCA_plot,71,242872207,b30c170a-bf8a-490a-9e11-56f124ac1d66,2023-06-01 21:11:46,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Rosa,,Rosa sp.,213,ESCA_plot,71,242872207,b30c170a-bf8a-490a-9e11-56f124ac1d66,2023-06-01 21:11:46,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Callistemon viminalis,,,214,ESCA_plot,72,243103348,db1291ad-7357-45f9-84ac-9baf7adafa86,2023-06-02 20:13:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Tecoma stans,,,215,ESCA_plot,72,243103348,db1291ad-7357-45f9-84ac-9baf7adafa86,2023-06-02 20:13:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Thevetia peruviana,,Label reads synonym Cascabela thevetia,216,ESCA_plot,72,243103348,db1291ad-7357-45f9-84ac-9baf7adafa86,2023-06-02 20:13:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Caesalpinia pulcherrima,,,217,ESCA_plot,73,243103379,735f5298-066e-47cc-9970-20688b2d8831,2023-06-02 20:13:26,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Baccharis sarothroides,,,218,ESCA_plot,73,243103379,735f5298-066e-47cc-9970-20688b2d8831,2023-06-02 20:13:26,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Caesalpinia pulcherrima,,,219,ESCA_plot,73,243103379,735f5298-066e-47cc-9970-20688b2d8831,2023-06-02 20:13:26,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Hesperaloe parviflora,,,220,ESCA_plot,74,243683689,2d5e866b-8be9-4b52-b1b2-439aa85d517a,2023-06-05 20:34:57,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Hesperaloe parviflora,,,221,ESCA_plot,74,243683689,2d5e866b-8be9-4b52-b1b2-439aa85d517a,2023-06-05 20:34:57,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,222,ESCA_plot,74,243683689,2d5e866b-8be9-4b52-b1b2-439aa85d517a,2023-06-05 20:34:57,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Leucophyllum,,,223,ESCA_plot,75,243683772,275e4c7c-4972-4f94-8454-449540b49a66,2023-06-05 20:35:31,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Callistemon viminalis,,,224,ESCA_plot,75,243683772,275e4c7c-4972-4f94-8454-449540b49a66,2023-06-05 20:35:31,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,225,ESCA_plot,75,243683772,275e4c7c-4972-4f94-8454-449540b49a66,2023-06-05 20:35:31,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Eriogonum deflexum,,,226,ESCA_plot,76,243952792,87d95699-cb37-4fc5-bc40-271fad93ec43,2023-06-06 19:44:21,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Eriogonum deflexum,,,227,ESCA_plot,76,243952792,87d95699-cb37-4fc5-bc40-271fad93ec43,2023-06-06 19:44:21,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Eriogonum deflexum,,,228,ESCA_plot,76,243952792,87d95699-cb37-4fc5-bc40-271fad93ec43,2023-06-06 19:44:21,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Thevetia peruviana,,,229,ESCA_plot,77,243952818,aabfa064-7fff-4ed1-8b79-01ec854a8e1c,2023-06-06 19:44:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Caesalpinia pulcherrima,,,230,ESCA_plot,77,243952818,aabfa064-7fff-4ed1-8b79-01ec854a8e1c,2023-06-06 19:44:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Thevetia peruviana,,,231,ESCA_plot,77,243952818,aabfa064-7fff-4ed1-8b79-01ec854a8e1c,2023-06-06 19:44:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,232,ESCA_plot,78,244537285,a1542491-3450-4bc7-b715-27cf1fc4cb9a,2023-06-08 21:43:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,233,ESCA_plot,78,244537285,a1542491-3450-4bc7-b715-27cf1fc4cb9a,2023-06-08 21:43:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,234,ESCA_plot,78,244537285,a1542491-3450-4bc7-b715-27cf1fc4cb9a,2023-06-08 21:43:14,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Ulmus parvifolia,,,235,ESCA_plot,79,244537382,60a9e7cc-e7d5-493f-9e3f-69985fa9d883,2023-06-08 21:44:11,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Ulmus parvifolia,,,236,ESCA_plot,79,244537382,60a9e7cc-e7d5-493f-9e3f-69985fa9d883,2023-06-08 21:44:11,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Ulmus parvifolia,,,237,ESCA_plot,79,244537382,60a9e7cc-e7d5-493f-9e3f-69985fa9d883,2023-06-08 21:44:11,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,238,ESCA_plot,80,244537385,488d3798-65d6-46c0-904b-80792875eab7,2023-06-08 21:44:13,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,239,ESCA_plot,80,244537385,488d3798-65d6-46c0-904b-80792875eab7,2023-06-08 21:44:13,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,240,ESCA_plot,80,244537385,488d3798-65d6-46c0-904b-80792875eab7,2023-06-08 21:44:13,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,241,ESCA_plot,81,244537395,2f07beb0-d44a-4f2a-9caa-4fb5cbe52047,2023-06-08 21:44:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,242,ESCA_plot,81,244537395,2f07beb0-d44a-4f2a-9caa-4fb5cbe52047,2023-06-08 21:44:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,243,ESCA_plot,81,244537395,2f07beb0-d44a-4f2a-9caa-4fb5cbe52047,2023-06-08 21:44:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Suadea nigra,,244,ESCA_plot,82,244783179,47b65d9a-77a7-48a7-8afe-552944c024c7,2023-06-09 22:05:48,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
