measurement type,taxon,new  taxon,vs_vegetation_taxon_count_calc,observation note,identified?,voucher?,hedge?,number of plants,number of plants front,number of plants back,taxon,new  taxon,vs_vegetation_taxon_group_calc,observation note,identified?,voucher?,hedge?,height of plant (m),plant width north-south (m),plant width east-west (m),clinometer distance (m),top of plant (deg),base of plant (deg),shrub shape,shrub class,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
count,Ephedra aspera,,Ephedra aspera,,yes,no,no,1,,,,,,,,,,,,,,,,,,284,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ephedra aspera,,Ephedra aspera,,yes,no,no,,,,,,,,,285,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia ambrosioides,,Ambrosia ambrosioides,,yes,no,no,1,,,,,,,,,,,,,,,,,,286,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia ambrosioides,,Ambrosia ambrosioides,,yes,no,no,,,,,,,,,287,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Rumex hymenosepalus,,Rumex hymenosepalus,,yes,no,no,3,,,,,,,,,,,,,,,,,,288,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Rumex hymenosepalus,,Rumex hymenosepalus,,yes,no,no,,,,,,,,,289,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Calliandra eriophylla,,Calliandra eriophylla,,yes,no,no,3,,,,,,,,,,,,,,,,,,290,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Calliandra eriophylla,,Calliandra eriophylla,,yes,no,no,,,,,,,,,291,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Acacia greggii,,Acacia greggii,,yes,no,no,4,,,,,,,,,,,,,,,,,,292,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Acacia greggii,,Acacia greggii,,yes,no,no,,,,,,,,,293,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,5,,,,,,,,,,,,,,,,,,294,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,295,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Mirabilis bigelovii,,Mirabilis bigelovii,,yes,no,no,11,,,,,,,,,,,,,,,,,,296,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Mirabilis bigelovii,,Mirabilis bigelovii,,yes,no,no,,,,,,,,,297,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Krameria grayi,,Krameria grayi,,yes,no,no,15,,,,,,,,,,,,,,,,,,298,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Krameria grayi,,Krameria grayi,,yes,no,no,,,,,,,,,299,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ericameria laricifolia,,Ericameria laricifolia,,yes,no,no,6,,,,,,,,,,,,,,,,,,300,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ericameria laricifolia,,Ericameria laricifolia,,yes,no,no,,,,,,,,,301,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Lycium fremontii,,Lycium fremontii,,yes,no,no,26,,,,,,,,,,,,,,,,,,302,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Lycium fremontii,,Lycium fremontii,,yes,no,no,,,,,,,,,303,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Celtis pallida,,Celtis pallida,,yes,no,no,11,,,,,,,,,,,,,,,,,,304,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Celtis pallida,,Celtis pallida,,yes,no,no,,,,,,,,,305,ESCA_shrub_survey,18,232533211,7aabefd4-3a00-4c2c-ac0e-e360d3e961de,2023-04-17 20:30:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,15,,,,,,,,,,,,,,,,,,306,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,307,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Encelia farinosa,,Encelia farinosa,,no,no,no,58,,,,,,,,,,,,,,,,,,308,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Encelia farinosa,,Encelia farinosa,,yes,no,no,,,,,,,,,309,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Hyptis emoryi,,Hyptis emoryi,,yes,no,no,9,,,,,,,,,,,,,,,,,,310,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Hyptis emoryi,,Hyptis emoryi,,yes,no,no,,,,,,,,,311,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,180,,,,,,,,,,,,,,,,,,312,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,,,,,,,,,313,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ephedra aspera,,Ephedra aspera,,yes,no,no,4,,,,,,,,,,,,,,,,,,314,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ephedra aspera,,Ephedra aspera,,no,no,no,,,,,,,,,315,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,5,,,,,,,,,,,,,,,,,,316,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,317,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ditaxis lanceolata,,Ditaxis lanceolata,,yes,no,no,8,,,,,,,,,,,,,,,,,,318,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ditaxis lanceolata,,Ditaxis lanceolata,,yes,no,no,,,,,,,,,319,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Lycium exsertum,,Lycium exsertum,,no,no,no,11,,,,,,,,,,,,,,,,,,320,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Lycium exsertum,,Lycium exsertum,,yes,no,no,,,,,,,,,321,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Lycium andersonii,,Lycium andersonii,,yes,no,no,1,,,,,,,,,,,,,,,,,,322,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Lycium andersonii,,Lycium andersonii,,yes,no,no,,,,,,,,,323,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Janusia gracilis,,Janusia gracilis,,yes,no,no,4,,,,,,,,,,,,,,,,,,324,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Janusia gracilis,,Janusia gracilis,,yes,no,no,,,,,,,,,325,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Pennisetum ciliare,,Pennisetum ciliare,,yes,no,no,13,,,,,,,,,,,,,,,,,,326,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Pennisetum ciliare,,Pennisetum ciliare,,yes,no,no,,,,,,,,,327,ESCA_shrub_survey,19,232792791,8c0bb912-edff-4a3c-95bb-6853f00e0e28,2023-04-18 22:39:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,3,,,,,,,,,,,,,,,,,,328,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,329,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Senna covesii,,Senna covesii,,yes,no,no,7,,,,,,,,,,,,,,,,,,330,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Senna covesii,,Senna covesii,,yes,no,no,,,,,,,,,331,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,3,,,,,,,,,,,,,,,,,,332,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,333,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Sarcostemma cynanchoides,,Sarcostemma cynanchoides,,yes,no,no,9,,,,,,,,,,,,,,,,,,334,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Sarcostemma cynanchoides,,Sarcostemma cynanchoides,,yes,no,no,,,,,,,,,335,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Lycium fremontii,,Lycium fremontii,,yes,no,no,2,,,,,,,,,,,,,,,,,,336,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Lycium fremontii,,Lycium fremontii,,yes,no,no,,,,,,,,,337,ESCA_shrub_survey,20,233017293,e3125751-25e9-4ce2-a533-56eb2156226f,2023-04-19 22:20:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Senna covesii,,Senna covesii,,yes,no,no,605,,,,,,,,,,,,,,,,,,338,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Senna covesii,,Senna covesii,,yes,no,no,,,,,,,,,339,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,35,,,,,,,,,,,,,,,,,,340,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,341,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Cylindropuntia acanthocarpa,,Cylindropuntia acanthocarpa,,yes,no,no,8,,,,,,,,,,,,,,,,,,342,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Cylindropuntia acanthocarpa,,Cylindropuntia acanthocarpa,,yes,no,no,,,,,,,,,343,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Mammillaria grahamii,,Mammillaria grahamii,,yes,no,no,3,,,,,,,,,,,,,,,,,,344,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Mammillaria grahamii,,Mammillaria grahamii,,yes,no,no,,,,,,,,,345,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Cylindropuntia leptocaulis,,Cylindropuntia leptocaulis,,yes,no,no,1,,,,,,,,,,,,,,,,,,346,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Cylindropuntia leptocaulis,,Cylindropuntia leptocaulis,,yes,no,no,,,,,,,,,347,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,3,,,,,,,,,,,,,,,,,,348,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,349,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,3,,,,,,,,,,,,,,,,,,350,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,,,,,,,,,351,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Krameria grayi,,Krameria grayi,,yes,no,no,3,,,,,,,,,,,,,,,,,,352,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Krameria grayi,,Krameria grayi,,yes,no,no,,,,,,,,,353,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Echinocereus engelmannii,,Echinocereus engelmannii,,yes,no,no,2,,,,,,,,,,,,,,,,,,354,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Echinocereus engelmannii,,Echinocereus engelmannii,,yes,no,no,,,,,,,,,355,ESCA_shrub_survey,21,233017384,8cbe64e1-f79f-4a95-b21d-d52f18db3286,2023-04-19 22:21:50,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Echinocereus engelmannii,,Echinocereus engelmannii,,yes,no,no,,,,,,,,,356,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ditaxis lanceolata,,Ditaxis lanceolata,,yes,no,no,,,,,,,,,357,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Fouquieria splendens,,Fouquieria splendens,,yes,no,no,,,,,,,,,358,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Adenophyllum porophylloides,,Adenophyllum porophylloides,,yes,no,no,,,,,,,,,359,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,360,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Cylindropuntia bigelovii,,Cylindropuntia bigelovii,,yes,no,no,,,,,,,,,361,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ferocactus wislizeni,,Ferocactus wislizeni,,yes,no,no,,,,,,,,,362,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Encelia farinosa,,Encelia farinosa,,yes,no,no,,,,,,,,,363,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Eriogonum fasciculatum,,Eriogonum fasciculatum,,yes,no,no,,,,,,,,,364,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Porophyllum gracile,,Porophyllum gracile,,yes,no,no,,,,,,,,,365,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Calliandra eriophylla,,Calliandra eriophylla,,yes,no,no,,,,,,,,,366,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Simmondsia chinensis,,Simmondsia chinensis,,yes,no,no,,,,,,,,,367,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Lycium fremontii,,Lycium fremontii,,yes,no,no,,,,,,,,,368,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Lycium fremontii,,Lycium fremontii,,yes,no,no,2,,,,,,,,,,,,,,,,,,369,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Phoradendron,,Phoradendron,,no,no,no,,,,,,,,,370,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Phoradendron,,Phoradendron,,no,no,no,1,,,,,,,,,,,,,,,,,,371,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Menodora scabra,,Menodora scabra,,yes,no,no,,,,,,,,,372,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Porophyllum gracile,,Porophyllum gracile,,yes,no,no,13,,,,,,,,,,,,,,,,,,373,ESCA_shrub_survey,22,233239785,e7c58783-bdc9-4359-ac5b-2059564b6c4e,2023-04-21 01:08:25,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
