taxa_clean,taxonID,taxonRank,acceptedNameUsageID,taxonomicStatus,update_date,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,vernacularName
Monoptilon bellioides,ITIS:38124,species,ITIS:38124,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Monoptilon,bellioides,,Mojave desertstar
Poa annua,ITIS:41107,species,ITIS:41107,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Poa,annua,,walkgrass
Linanthus bigelovii,ITIS:31292,species,ITIS:31292,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Ericales,Polemoniaceae,Linanthus,bigelovii,,Bigelows linanthus
Salsola tragus,ITIS:520950,species,ITIS:520950,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Salsola,tragus,,tumbleweed
Pectocarya,ITIS:31970,genus,ITIS:31970,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,combseed
Plagiobothrys arizonicus,ITIS:31980,species,ITIS:31980,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys,arizonicus,,lipstick plant
Conyza bonariensis,ITIS:37112,species,ITIS:37112,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Conyza,bonariensis,,wavy leaf fleabane
Parietaria hespera,ITIS:19166,species,ITIS:19166,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Rosales,Urticaceae,Parietaria,hespera,,rillita pellitory
Perityle emoryi,ITIS:38211,species,ITIS:38211,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Perityle,emoryi,,Emorys rocklily
Pectocarya recurvata,ITIS:31975,species,ITIS:31975,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya,recurvata,,curvenut combseed
Veronica peregrina,ITIS:33421,species,ITIS:33421,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,peregrina,,neckweed
Medicago,ITIS:183622,genus,ITIS:183622,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,alfalfa
Phacelia cryptantha,ITIS:31479,species,ITIS:31479,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,cryptantha,,hiddenflower phacelia
Plantago patagonica,ITIS:32907,species,ITIS:32907,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,patagonica,,woolly plantain
Phacelia crenulata,ITIS:31478,species,ITIS:31478,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,crenulata,,cleftleaf wildheliotrope
Sonchus asper,ITIS:38424,species,ITIS:38424,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Sonchus,asper,,spiny sowthistle
Spergularia salina,ITIS:507251,species,ITIS:507251,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergularia,salina,,salt sandspurry
Leucophyllum candidum,ITIS:33628,species,ITIS:33628,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Scrophulariaceae,Leucophyllum,candidum,,Brewster County barometerbush
Capsella bursa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aster,ITIS:35510,genus,ITIS:35510,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,aster
Verbesina encelioides,ITIS:38601,species,ITIS:38601,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Verbesina,encelioides,,golden crownbeard
Lactuca serriola,ITIS:36608,species,ITIS:36608,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Lactuca,serriola,,prickly lettuce
Cyperus acuminatus,ITIS:39883,species,ITIS:39883,accepted,2011-02-04,Plantae,NA,Magnoliopsida,Poales,Cyperaceae,Cyperus,acuminatus,,tapertip flatsedge
Brassica oleracea,ITIS:23062,species,ITIS:23062,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Brassica,oleracea,,cabbage
Cynodon dactylon,ITIS:41619,species,ITIS:41619,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Cynodon,dactylon,,motie molulu
Brachychiton populneum,ITIS:506852,species,ITIS:1132786,synonym,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Brachychiton,populneus,,NA
Lepidium,ITIS:22953,genus,ITIS:22953,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,pepperweed
Schismus arabicus,ITIS:42065,species,ITIS:42065,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Schismus,arabicus,,Arabian schismus
Eschscholzia californica,ITIS:18956,species,ITIS:18956,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,californica,,California poppy
Pennisetum setaceum,ITIS:42013,species,ITIS:796732,synonym,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Cenchrus,setaceus,,NA
Dichondra micrantha,ITIS:30839,species,ITIS:30839,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Solanales,Convolvulaceae,Dichondra,micrantha,,Asian ponysfoot
Rafinesquia neomexicana,ITIS:38331,species,ITIS:38331,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Rafinesquia,neomexicana,,New Mexico plumeseed
Bromus rubens,ITIS:40518,species,ITIS:40518,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Bromus,rubens,,red brome
Atriplex,ITIS:20505,genus,ITIS:20505,accepted,2014-06-26,NA,NA,NA,NA,NA,NA,,,saltbush
Phacelia distans,ITIS:31485,species,ITIS:31485,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,distans,,distant phacelia
Hordeum murinum,ITIS:40881,species,ITIS:40881,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Hordeum,murinum,,mouse barley
Uropappus lindleyi,ITIS:565589,species,ITIS:565589,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Uropappus,lindleyi,,Lindleys silverpuffs
Cryptantha maritima,ITIS:31833,species,ITIS:31833,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha,maritima,,Guadalupe cryptantha
Schismus,ITIS:42064,genus,ITIS:42064,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,Mediterranean grass
Vulpia octoflora,ITIS:42264,species,ITIS:42264,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Vulpia,octoflora,,sixweeks grass
Herniaria hirsuta,ITIS:502957,species,ITIS:502957,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria,hirsuta,,hairy rupturewort
Sphaeralcea coulteri,ITIS:21924,species,ITIS:21924,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,coulteri,,Coulters globemallow
Lepidium lasiocarpum,ITIS:22967,species,ITIS:22967,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,lasiocarpum,,shaggyfruit pepperweed
unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Astragalus,ITIS:25392,genus,ITIS:25392,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,milkvetch
Claytonia perfoliata,ITIS:20395,species,ITIS:20395,accepted,2012-03-29,Plantae,NA,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,perfoliata,,minerslettuce
Baileya multiradiata,ITIS:36799,species,ITIS:36799,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Baileya,multiradiata,,desert marigold
Erodium cicutarium,ITIS:29147,species,ITIS:29147,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Geraniales,Geraniaceae,Erodium,cicutarium,,storks bill
Plantago ovata,ITIS:504438,species,ITIS:504438,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,ovata,,desert Indianwheat
Rhus lancea,ITIS:895126,species,ITIS:28814,synonym,2012-06-27,Plantae,NA,Magnoliopsida,Sapindales,Anacardiaceae,Searsia,lancea,,NA
Oxalis albicans,ITIS:504076,species,ITIS:504076,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,albicans,,radishroot woodsorrel
Cyperus,ITIS:39882,genus,ITIS:39882,accepted,2011-02-04,NA,NA,NA,NA,NA,NA,,,flatsedge
Sisymbrium irio,ITIS:23314,species,ITIS:23314,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,irio,,rocketmustard
Eragrostis cilianensis,ITIS:40719,species,ITIS:40719,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Eragrostis,cilianensis,,strongscented lovegrass
Pennisetum ciliare,ITIS:504198,species,ITIS:40574,synonym,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Cenchrus,ciliaris,,buffelgrass
Sorghum halepense,ITIS:42111,species,ITIS:42111,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Sorghum,halepense,,zacate Johnson
Aristida adscensionis,ITIS:41401,species,ITIS:41401,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Aristida,adscensionis,,sixweeks threeawn
Oncosiphon pilulifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schismus barbatus,ITIS:42066,species,ITIS:42066,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Schismus,barbatus,,Mediterraneangrass
Boerhavia coccinea,ITIS:501005,species,ITIS:501005,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Caryophyllales,Nyctaginaceae,Boerhavia,coccinea,,scarlet spiderling
Amsinckia menziesii,ITIS:31711,species,ITIS:31711,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia,menziesii,,Menzies fiddleneck
Cyperaceae,ITIS:39357,family,ITIS:39357,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,sedges
Amsinckia intermedia,ITIS:31709,species,ITIS:31709,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia,intermedia,,fiddleneck
Erodium texanum,ITIS:29153,species,ITIS:29153,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Geraniales,Geraniaceae,Erodium,texanum,,tufted filaree
Eragrostis mexicana,ITIS:40749,species,ITIS:40749,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Eragrostis,mexicana,,Mexican lovegrass
Funastrum cynanchoides,ITIS:513718,species,ITIS:513718,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Funastrum,cynanchoides,,fringed twinevine
Phacelia,ITIS:31433,genus,ITIS:31433,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,scorpion weed
Avena fatua,ITIS:41458,species,ITIS:41458,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Avena,fatua,,wild oats
Lotus salsuginosus,ITIS:26402,species,ITIS:820052,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Acmispon,maritimus,,coastal birds foot trefoil
Camissonia californica,ITIS:27479,species,ITIS:513285,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Myrtales,Onagraceae,Eulobus,californicus,,California suncup
Lotus tomentellus,ITIS:516138,species,ITIS:819968,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Acmispon,strigosus,,strigose birds foot trefoil
Portulaca oleracea,ITIS:20422,species,ITIS:20422,accepted,2012-03-29,Plantae,NA,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,oleracea,,wild portulaca
Eucrypta chrysanthemifolia,ITIS:31377,species,ITIS:31377,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Hydrophyllaceae,Eucrypta,chrysanthemifolia,,spotted hideseed
Brassica tournefortii,ITIS:23064,species,ITIS:23064,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Brassica,tournefortii,,Asian mustard
Bowlesia incana,ITIS:29601,species,ITIS:29601,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Bowlesia,incana,,hoary bowlesia
Tomostima cuneifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loeflingia squarrosa,ITIS:20304,species,ITIS:20304,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,Loeflingia,squarrosa,,spreading pygmyleaf
Eriogonum deflexum,ITIS:21111,species,ITIS:21111,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,deflexum,,skeletonweed buckwheat
Caulanthus lasiophyllus,ITIS:23088,species,ITIS:23088,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Caulanthus,lasiophyllus,,California mustard
Astragalus nuttallianus,ITIS:25607,species,ITIS:25607,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Astragalus,nuttallianus,,smallflowered milkvetch
Pectocarya platycarpa,ITIS:31973,species,ITIS:31973,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya,platycarpa,,broadfruit combseed
Calendula,ITIS:36908,genus,ITIS:36908,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,marigold
Pectocarya anisacarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonchus oleraceus,ITIS:38427,species,ITIS:38427,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Sonchus,oleraceus,,sow thistle
Conyza canadensis,ITIS:37113,species,ITIS:37113,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Conyza,canadensis,,marestail
Pectis papposa,ITIS:38187,species,ITIS:38187,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Pectis,papposa,,manybristle cinchweed
Lupinus sparsiflorus,ITIS:26121,species,ITIS:26121,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Lupinus,sparsiflorus,,Coulters lupine
Lesquerella gordonii,ITIS:23186,species,ITIS:823240,synonym,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Physaria,gordonii,,Gordons bladderpod
Chamaesyce maculata,ITIS:501435,species,ITIS:28107,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,nutans,,upright spotted spurge
Chamaesyce maculata,ITIS:565061,species,ITIS:28034,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,maculata,,spotted spurge
Polygonum,ITIS:20847,genus,ITIS:20847,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,knotweed
Phacelia ambigua,ITIS:518839,species,ITIS:531516,synonym,2011-12-08,NA,NA,NA,NA,NA,NA,,,purplestem phacelia
Pleuraphis rigida,ITIS:507995,species,ITIS:41770,synonym,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Hilaria,rigida,,NA
Chamaesyce prostrata,ITIS:501454,species,ITIS:28124,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,prostrata,,prostrate spurge
Oenothera albicaulis,ITIS:27373,species,ITIS:27373,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Myrtales,Onagraceae,Oenothera,albicaulis,,whitest eveningprimrose
Cryptantha,ITIS:31765,genus,ITIS:31765,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,NA
Dichelostemma pulchellum,ITIS:42916,species,ITIS:524921,synonym,2011-02-24,NA,NA,NA,NA,NA,NA,,,bluedicks
Erigeron lobatus,ITIS:35896,species,ITIS:35896,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Erigeron,lobatus,,lobed fleabane
Janusia gracilis,ITIS:29277,species,ITIS:847572,synonym,2012-03-29,Plantae,NA,Magnoliopsida,Malpighiales,Malpighiaceae,Cottsia,gracilis,,NA
Malva parviflora,ITIS:21838,species,ITIS:21838,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Malva,parviflora,,small whorl mallow
Chamaesyce polycarpa,ITIS:501452,species,ITIS:845661,synonym,2017-04-25,NA,NA,NA,NA,NA,NA,,,smallseed sandmat
Amsinckia tessellata,ITIS:31706,species,ITIS:31706,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia,tessellata,,bristly fiddleneck
Mirabilis bigelovii,ITIS:19628,species,ITIS:895426,synonym,2012-06-27,NA,NA,NA,NA,NA,NA,,,wishbone bush
Poa bigelovii,ITIS:41112,species,ITIS:41112,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Poa,bigelovii,,Bigelows bluegrass
Atriplex elegans,ITIS:20526,species,ITIS:20526,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,elegans,,wheelscale saltbush
Sphaeralcea ambigua,ITIS:21910,species,ITIS:21910,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,ambigua,,desert globemallow
Descurainia pinnata,ITIS:22826,species,ITIS:22826,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Descurainia,pinnata,,western tansymustard
Poaceae,ITIS:40351,family,ITIS:40351,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,grasses
Oxalis corniculata,ITIS:29067,species,ITIS:29067,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,corniculata,,yellow wood sorrel
Aristida,ITIS:41400,genus,ITIS:41400,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,threeawn
Phalaris minor,ITIS:41337,species,ITIS:41337,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Phalaris,minor,,littleseed canarygrass
Amaranthus blitoides,ITIS:20723,species,ITIS:20723,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,blitoides,,mat amaranth
Daucus carota,ITIS:29477,species,ITIS:29477,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Daucus,carota,,Queen Annes lace
Silene antirrhina,ITIS:20045,species,ITIS:20045,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,antirrhina,,sleepy silene
Chaenactis stevioides,ITIS:36998,species,ITIS:36998,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Chaenactis,stevioides,,Esteves pincushion
Arecaceae,ITIS:500043,family,ITIS:500043,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,NA
Erigeron canadensis,ITIS:196266,species,ITIS:37113,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Conyza,canadensis,,marestail
Amaranthaceae,ITIS:20714,family,ITIS:20714,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,pigweed
Hordeum pusillum,ITIS:40866,species,ITIS:40866,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Hordeum,pusillum,,little wildbarley
Chenopodium berlandieri,ITIS:20594,species,ITIS:20594,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,berlandieri,,pitseed goosefoot
Aristida purpurea,ITIS:41429,species,ITIS:41429,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Aristida,purpurea,,purple 3 awn
Sonchus,ITIS:38420,genus,ITIS:38420,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,sowthistle
Taraxacum officinale,ITIS:36213,species,ITIS:36213,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Taraxacum,officinale,,faceclock
Chamaesyce micromera,ITIS:501439,species,ITIS:28103,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,micromera,,tiny sandmat
Chorizanthe rigida,ITIS:21026,species,ITIS:21026,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Chorizanthe,rigida,,turkshead
Crassula connata,ITIS:501661,species,ITIS:501661,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,connata,,sand pygmyweed
Filago californica,ITIS:37372,species,ITIS:780426,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Logfia,filaginoides,,California cottonrose
Helianthus annuus,ITIS:36616,species,ITIS:36616,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Helianthus,annuus,,wild sunflower
Anagallis arvensis,ITIS:24043,species,ITIS:24043,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Ericales,Primulaceae,Anagallis,arvensis,,scarlet pimpernel
Chamaesyce,ITIS:28244,genus,ITIS:28032,synonym,2017-04-25,NA,NA,NA,NA,NA,NA,,,spurge
Tribulus terrestris,ITIS:29057,species,ITIS:29057,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Zygophyllales,Zygophyllaceae,Tribulus,terrestris,,Texas sandbur
Matthiola parviflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camissonia chamaenerioides,ITIS:27486,species,ITIS:836029,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Myrtales,Onagraceae,Eremothera,chamaenerioides,,longcapsule suncup
Draba cuneifolia,ITIS:22874,species,ITIS:22874,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Draba,cuneifolia,,wedgeleaf draba
Dasyochloa pulchella,ITIS:512087,species,ITIS:512087,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Dasyochloa,pulchella,,low woollygrass
Apiaceae,ITIS:500042,family,ITIS:500042,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,NA
Aristida wrightii,ITIS:41437,species,ITIS:185317,synonym,2010-11-30,NA,NA,NA,NA,NA,NA,,,Wrights threeawn
Myoporum parvifolium,ITIS:834146,species,ITIS:834146,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,parvifolium,,slender myoporum
Dichelostemma capitatum,ITIS:502046,species,ITIS:502046,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Dichelostemma,capitatum,,bluedicks
Euphorbia,ITIS:28032,genus,ITIS:28032,accepted,2017-04-25,NA,NA,NA,NA,NA,NA,,,spurge
Amaranthus graecizans,ITIS:184249,species,ITIS:184249,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,graecizans,,tumbleweed
Daucus pusillus,ITIS:29478,species,ITIS:29478,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Daucus,pusillus,,southwest wild carrot
Rumex,ITIS:20933,genus,ITIS:20933,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,dock
Sphenopholis obtusata,ITIS:41279,species,ITIS:41279,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Sphenopholis,obtusata,,prairie wedgescale
Nicotiana obtusifolia,ITIS:508057,species,ITIS:508057,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Nicotiana,obtusifolia,,tobacco plant
Camissonia claviformis,ITIS:27490,species,ITIS:836121,synonym,2011-12-08,NA,NA,NA,NA,NA,NA,,,browneyes
Asteraceae,ITIS:35420,family,ITIS:35420,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,sunflowers
Cotula australis,ITIS:35800,species,ITIS:35800,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Cotula,australis,,Australian waterbuttons
Chenopodium murale,ITIS:20622,species,ITIS:20622,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,murale,,nettleleaf goosefoot
Leptochloa fusca,ITIS:565270,species,ITIS:565270,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Leptochloa,fusca,,Malabar sprangletop
Amaranthus albus,ITIS:20719,species,ITIS:20719,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,albus,,white pigweed
Stellaria media,ITIS:20169,species,ITIS:20169,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,media,,nodding chickweed
Torilis nodosa,ITIS:29896,species,ITIS:29896,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Torilis,nodosa,,knotted hedgeparsley
Lesquerella tenella,ITIS:23230,species,ITIS:823170,synonym,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Physaria,tenella,,Moapa bladderpod
Eclipta prostrata,ITIS:196226,species,ITIS:196226,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Eclipta,prostrata,,false daisy
Amsinckia,ITIS:31700,genus,ITIS:31700,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,fiddleneck
Melilotus indicus,ITIS:503741,species,ITIS:503741,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Melilotus,indicus,,annual yellow sweetclover
Filago arizonica,ITIS:37371,species,ITIS:780424,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Logfia,arizonica,,Arizona cottonrose
Hymenoxys odorata,ITIS:37783,species,ITIS:37783,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Hymenoxys,odorata,,western bitterweed
Eriogonum,ITIS:21054,genus,ITIS:21054,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,buckwheat
Monolepis nuttalliana,ITIS:20700,species,ITIS:20700,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Monolepis,nuttalliana,,patota
Lepidium virginicum,ITIS:22955,species,ITIS:22955,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,virginicum,,Virginian peppercress
Conyza,ITIS:37108,genus,ITIS:37108,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,horseweed
Lotus strigosus,ITIS:26405,species,ITIS:819968,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Acmispon,strigosus,,strigose birds foot trefoil
Chamaesyce albomarginata,ITIS:501400,species,ITIS:28038,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,albomarginata,,whitemargin sandmat
Notholaena standleyi,ITIS:17633,species,ITIS:17633,accepted,2012-10-26,Plantae,NA,Polypodiopsida,Polypodiales,Pteridaceae,Notholaena,standleyi,,star cloak fern
Eriastrum diffusum,ITIS:31059,species,ITIS:31059,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Ericales,Polemoniaceae,Eriastrum,diffusum,,miniature woolstar
