Sample ID,Sample Type,Replicate Number,Repeat Number,Cup Number,Manual Dilution Factor,Auto Dilution Factor,Weight (Units),Weight,Units,Detection Date,Detection Time,User Name,Run File Name,Description,Channel Number,Analyte Name,Peak Concentration,Determined Conc.,Concentration Units,Peak Area,Peak Height,Calibration equation,Retention Time,Inject to Peak Start,Conc x ADF,Conc x MDF,Conc x ADF x MDF
G7 BOT,Unknown,1,1,27,1,1,,,,6/16/2016,12:02:00 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0705,,mg N/L,0.584,0.0194,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,54.4,0.0705,0.0705,0.0705
T8 TOP,Unknown,1,1,28,1,1,,,,6/16/2016,12:03:09 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.325,,mg N/L,1.95,0.0895,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,72.2,0.325,0.325,0.325
T8 TOP,Unknown,1,1,28,1,1,,,,6/16/2016,12:03:09 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.283,,mg N/L,2.05,0.0807,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,64.7,0.283,0.283,0.283
T8 BOT,Unknown,1,1,29,1,1,,,,6/16/2016,12:04:19 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,1.86,,mg N/L,10.5,0.451,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,68.9,1.86,1.86,1.86
T8 BOT,Unknown,1,1,29,1,1,,,,6/16/2016,12:04:19 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.163,,mg N/L,1.23,0.0454,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,72.2,0.163,0.163,0.163
AC11 TOP,Unknown,1,1,30,1,1,,,,6/16/2016,12:05:29 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.107,,mg N/L,0.638,0.0274,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.8,70.5,0.107,0.107,0.107
AC11 TOP,Unknown,1,1,30,1,1,,,,6/16/2016,12:05:29 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.209,,mg N/L,1.54,0.0604,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,73.4,0.209,0.209,0.209
Blank,Check Standard,1,4,S8,1,1,,,,6/16/2016,12:06:42 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,-0.00934,-1.63E-02,mg N/L,-0.0723,-0.00233,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,33.4,14.8,-0.00934,-0.00934,-0.00934
Blank,Check Standard,1,4,S8,1,1,,,,6/16/2016,12:06:42 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,-0.0283,-4.77E-02,mg N/L,-0.101,-0.00184,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,63.9,53.6,-0.0283,-0.0283,-0.0283
CCV,Check Standard,1,4,S4,1,1,,,,6/16/2016,12:07:52 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.462,0.487165,mg N/L,2.76,0.122,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.8,70.1,0.462,0.462,0.462
CCV,Check Standard,1,4,S4,1,1,,,,6/16/2016,12:07:52 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.963,0.9804609,mg N/L,6.72,0.269,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,72.6,0.963,0.963,0.963
AC11 BOT,Unknown,1,1,31,1,1,,,,6/16/2016,12:13:40 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.047,,mg N/L,0.274,0.0126,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,70.5,0.047,0.047,0.047
AC11 BOT,Unknown,1,1,31,1,1,,,,6/16/2016,12:13:40 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.157,,mg N/L,1.18,0.0455,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,75.5,0.157,0.157,0.157
F8 TOP,Unknown,1,1,32,1,1,,,,6/16/2016,12:14:52 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.111,,mg N/L,0.664,0.028,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92,69.7,0.111,0.111,0.111
F8 TOP,Unknown,1,1,32,1,1,,,,6/16/2016,12:14:52 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.113,,mg N/L,0.875,0.0338,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,79.2,0.113,0.113,0.113
F8 BOT,Unknown,1,1,33,1,1,,,,6/16/2016,12:16:03 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.0878,,mg N/L,0.523,0.0229,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,71.8,0.0878,0.0878,0.0878
F8 BOT,Unknown,1,1,33,1,1,,,,6/16/2016,12:16:03 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0653,,mg N/L,0.548,0.0206,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,87.4,0.0653,0.0653,0.0653
AE7 TOP,Unknown,1,1,34,1,1,,,,6/16/2016,12:17:15 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.124,,mg N/L,0.746,0.0333,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,70.5,0.124,0.124,0.124
AE7 TOP,Unknown,1,1,34,1,1,,,,6/16/2016,12:17:15 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.149,,mg N/L,1.13,0.0437,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,70.9,0.149,0.149,0.149
AE7 BOT,Unknown,1,1,35,1,1,,,,6/16/2016,12:18:26 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.0486,,mg N/L,0.283,0.0134,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,98.1,73.8,0.0486,0.0486,0.0486
AE7 BOT,Unknown,1,1,35,1,1,,,,6/16/2016,12:18:26 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.111,,mg N/L,0.866,0.0337,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,75.9,0.111,0.111,0.111
K15 TOP,Unknown,1,1,36,1,1,,,,6/16/2016,12:19:37 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.162,,mg N/L,0.971,0.0426,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.4,69.7,0.162,0.162,0.162
K15 TOP,Unknown,1,1,36,1,1,,,,6/16/2016,12:19:37 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0615,,mg N/L,0.521,0.0191,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,67.6,0.0615,0.0615,0.0615
K15 BOT,Unknown,1,1,37,1,1,,,,6/16/2016,12:20:48 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.121,,mg N/L,0.728,0.0309,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.2,66.8,0.121,0.121,0.121
K15 BOT,Unknown,1,1,37,1,1,,,,6/16/2016,12:20:48 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0533,,mg N/L,0.465,0.0174,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,70.9,0.0533,0.0533,0.0533
U6 TOP,Unknown,1,1,38,1,1,,,,6/16/2016,12:21:59 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.717,,mg N/L,4.24,0.19,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,69.3,0.717,0.717,0.717
U6 TOP,Unknown,1,1,38,1,1,,,,6/16/2016,12:21:59 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.122,,mg N/L,0.939,0.036,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,75.1,0.122,0.122,0.122
U6 BOT,Unknown,1,1,39,1,1,,,,6/16/2016,12:23:09 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,3.55,,mg N/L,18.7,0.812,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,70.1,3.55,3.55,3.55
U6 BOT,Unknown,1,1,39,1,1,,,,6/16/2016,12:23:09 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.197,,mg N/L,1.46,0.0535,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,70.1,0.197,0.197,0.197
H8 TOP,Unknown,1,1,40,1,1,,,,6/16/2016,12:24:20 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.184,,mg N/L,1.11,0.0487,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.8,69.3,0.184,0.184,0.184
H8 TOP,Unknown,1,1,40,1,1,,,,6/16/2016,12:24:20 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.162,,mg N/L,1.22,0.0475,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,78.8,0.162,0.162,0.162
Blank,Check Standard,1,5,S8,1,1,,,,6/16/2016,12:25:32 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.00232,-3.55E-03,mg N/L,-0.000582,-0.00154,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,21.9,16.5,0.00232,0.00232,0.00232
Blank,Check Standard,1,5,S8,1,1,,,,6/16/2016,12:25:32 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,-0.00212,-2.03E-02,mg N/L,0.0808,0.00183,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,106,92.8,-0.00212,-0.00212,-0.00212
CCV,Check Standard,1,5,S4,1,1,,,,6/16/2016,12:26:44 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.498,0.5248791,mg N/L,2.97,0.129,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,68.9,0.498,0.498,0.498
CCV,Check Standard,1,5,S4,1,1,,,,6/16/2016,12:26:44 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.965,0.9826697,mg N/L,6.73,0.269,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,70.5,0.965,0.965,0.965
H8 BOT,Unknown,1,1,41,1,1,,,,6/16/2016,12:32:30 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,5.96,,mg N/L,29.2,1.27,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,70.5,5.96,5.96,5.96
H8 BOT,Unknown,1,1,41,1,1,,,,6/16/2016,12:32:30 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.288,,mg N/L,2.09,0.0741,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,65.6,0.288,0.288,0.288
W6 TOP,Unknown,1,1,42,1,1,,,,6/16/2016,12:33:40 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.183,,mg N/L,1.1,0.05,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,72.2,0.183,0.183,0.183
W6 TOP,Unknown,1,1,42,1,1,,,,6/16/2016,12:33:40 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.146,,mg N/L,1.11,0.0414,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,59.4,0.146,0.146,0.146
W6 BOT,Unknown,1,1,43,1,1,,,,6/16/2016,12:34:50 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.155,,mg N/L,0.931,0.0401,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.2,69.7,0.155,0.155,0.155
W6 BOT,Unknown,1,1,43,1,1,,,,6/16/2016,12:34:50 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.242,,mg N/L,1.77,0.0673,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,57.7,0.242,0.242,0.242
AC9 TOP,Unknown,1,1,44,1,1,,,,6/16/2016,12:36:00 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.185,,mg N/L,1.12,0.0487,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,68,0.185,0.185,0.185
AC9 TOP,Unknown,1,1,44,1,1,,,,6/16/2016,12:36:00 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.208,,mg N/L,1.54,0.0589,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,65.2,0.208,0.208,0.208
AC9 BOT,Unknown,1,1,45,1,1,,,,6/16/2016,12:37:10 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.125,,mg N/L,0.748,0.0336,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.8,70.1,0.125,0.125,0.125
AC9 BOT,Unknown,1,1,45,1,1,,,,6/16/2016,12:37:10 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0949,,mg N/L,0.753,0.0278,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,68,0.0949,0.0949,0.0949
J9 TOP,Unknown,1,1,46,1,1,,,,6/16/2016,12:38:22 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,1.53,,mg N/L,8.71,0.397,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,70.5,1.53,1.53,1.53
J9 TOP,Unknown,1,1,46,1,1,,,,6/16/2016,12:38:22 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.13,,mg N/L,0.993,0.0361,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,68.9,0.13,0.13,0.13
J9 BOT,Unknown,1,1,47,1,1,,,,6/16/2016,12:39:35 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,10.9,,mg N/L,47.4,1.86,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,67.6,10.9,10.9,10.9
J9 BOT,Unknown,1,1,47,1,1,,,,6/16/2016,12:39:35 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.258,,mg N/L,1.88,0.0619,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,59,0.258,0.258,0.258
X15 TOP,Unknown,1,1,48,1,1,,,,6/16/2016,12:40:46 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.4,,mg N/L,2.4,0.101,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.4,68.9,0.4,0.4,0.4
X15 TOP,Unknown,1,1,48,1,1,,,,6/16/2016,12:40:46 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.251,,mg N/L,1.83,0.0715,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,67.2,0.251,0.251,0.251
X15 BOT,Unknown,1,1,49,1,1,,,,6/16/2016,12:41:58 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.159,,mg N/L,0.957,0.0416,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.2,68.5,0.159,0.159,0.159
X15 BOT,Unknown,1,1,49,1,1,,,,6/16/2016,12:41:58 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.151,,mg N/L,1.14,0.0446,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,59.4,0.151,0.151,0.151
BLK8,Unknown,1,1,50,1,1,,,,6/16/2016,12:43:09 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.0113,,mg N/L,0.0548,0.00262,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,96.5,68,0.0113,0.0113,0.0113
BLK8,Unknown,1,1,50,1,1,,,,6/16/2016,12:43:09 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0581,,mg N/L,0.498,0.521,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,153,148,0.0581,0.0581,0.0581
Blank,Check Standard,1,6,S8,1,1,,,,6/16/2016,12:44:22 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.00798,2.65E-03,mg N/L,0.0342,0.00162,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,48.7,30.1,0.00798,0.00798,0.00798
Blank,Check Standard,1,6,S8,1,1,,,,6/16/2016,12:44:22 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,-0.00466,-2.30E-02,mg N/L,0.0632,0.00216,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,118,90.3,-0.00466,-0.00466,-0.00466
CCV,Check Standard,1,6,S4,1,1,,,,6/16/2016,12:45:32 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.54,0.5687211,mg N/L,3.22,0.135,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,67.6,0.54,0.54,0.54
CCV,Check Standard,1,6,S4,1,1,,,,6/16/2016,12:45:32 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.963,0.9805911,mg N/L,6.72,0.27,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,63.9,0.963,0.963,0.963
T19 TOP,Unknown,1,1,51,1,1,,,,6/16/2016,12:51:19 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.879,,mg N/L,5.16,0.217,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,68,0.879,0.879,0.879
T19 TOP,Unknown,1,1,51,1,1,,,,6/16/2016,12:51:19 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.624,,mg N/L,4.4,0.176,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,71.8,0.624,0.624,0.624
T19 BOT,Unknown,1,1,52,1,1,,,,6/16/2016,12:52:31 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.0494,,mg N/L,0.288,0.0124,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.2,70.1,0.0494,0.0494,0.0494
T19 BOT,Unknown,1,1,52,1,1,,,,6/16/2016,12:52:31 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.277,,mg N/L,2.01,0.0785,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,76.7,0.277,0.277,0.277
AA11 TOP,Unknown,1,1,53,1,1,,,,6/16/2016,12:53:41 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,1.57,,mg N/L,8.92,0.377,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,68.5,1.57,1.57,1.57
AA11 TOP,Unknown,1,1,53,1,1,,,,6/16/2016,12:53:41 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.577,,mg N/L,4.08,0.156,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,66.8,0.577,0.577,0.577
AA11 BOT,Unknown,1,1,54,1,1,,,,6/16/2016,12:54:53 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.983,,mg N/L,5.75,0.24,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.2,67.6,0.983,0.983,0.983
AA11 BOT,Unknown,1,1,54,1,1,,,,6/16/2016,12:54:53 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.445,,mg N/L,3.17,0.124,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,57.3,0.445,0.445,0.445
V21 TOP,Unknown,1,1,55,1,1,,,,6/16/2016,12:56:03 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,6.84,,mg N/L,32.7,1.33,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,67.6,6.84,6.84,6.84
V21 TOP,Unknown,1,1,55,1,1,,,,6/16/2016,12:56:03 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.243,,mg N/L,1.78,0.062,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,63.9,0.243,0.243,0.243
R10 TOP,Unknown,1,1,56,1,1,,,,6/16/2016,12:57:14 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.717,,mg N/L,4.24,0.184,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,95.3,70.5,0.717,0.717,0.717
R10 TOP,Unknown,1,1,56,1,1,,,,6/16/2016,12:57:14 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,1.39,,mg N/L,9.59,0.384,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,75.9,1.39,1.39,1.39
U16 TOP,Unknown,1,1,57,1,1,,,,6/16/2016,12:58:24 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,13.3,,mg N/L,55.2,1.13,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,79.2,67.2,13.3,13.3,13.3
U16 TOP,Unknown,1,1,57,1,1,,,,6/16/2016,12:58:24 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.585,,mg N/L,4.13,0.149,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,61.4,0.585,0.585,0.585
V14 TOP,Unknown,1,1,58,1,1,,,,6/16/2016,12:59:34 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.844,,mg N/L,4.96,0.208,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,68,0.844,0.844,0.844
V14 TOP,Unknown,1,1,58,1,1,,,,6/16/2016,12:59:34 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.155,,mg N/L,1.17,0.0447,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,72.2,0.155,0.155,0.155
N12 TOP,Unknown,1,1,59,1,1,,,,6/16/2016,1:00:44 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.337,,mg N/L,2.02,0.0855,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.2,69.3,0.337,0.337,0.337
N12 TOP,Unknown,1,1,59,1,1,,,,6/16/2016,1:00:44 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.149,,mg N/L,1.12,0.0435,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,71.8,0.149,0.149,0.149
R14 TOP,Unknown,1,1,60,1,1,,,,6/16/2016,1:01:55 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.969,,mg N/L,5.67,0.246,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.4,70.9,0.969,0.969,0.969
R14 TOP,Unknown,1,1,60,1,1,,,,6/16/2016,1:01:55 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.108,,mg N/L,0.847,0.0297,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,73,0.108,0.108,0.108
Blank,Check Standard,1,7,S8,1,1,,,,6/16/2016,1:03:07 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,-0.013,-0.0203518,mg N/L,-0.0948,-0.00223,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,37.1,14.8,-0.013,-0.013,-0.013
Blank,Check Standard,1,7,S8,1,1,,,,6/16/2016,1:03:07 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,-0.011,-2.96E-02,mg N/L,0.0191,0.0101,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,81.6,77.9,-0.011,-0.011,-0.011
CCV,Check Standard,1,7,S4,1,1,,,,6/16/2016,1:04:18 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.535,0.5628822,mg N/L,3.19,0.134,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,68.9,0.535,0.535,0.535
CCV,Check Standard,1,7,S4,1,1,,,,6/16/2016,1:04:18 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.972,0.9889179,mg N/L,6.77,0.27,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,72.2,0.972,0.972,0.972
Q14 TOP,Unknown,1,1,61,1,1,,,,6/16/2016,1:10:06 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.451,,mg N/L,2.7,0.115,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,69.3,0.451,0.451,0.451
Q14 TOP,Unknown,1,1,61,1,1,,,,6/16/2016,1:10:06 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.148,,mg N/L,1.12,0.0416,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,56.9,0.148,0.148,0.148
Q14 BOT,Unknown,1,1,62,1,1,,,,6/16/2016,1:11:18 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.252,,mg N/L,1.51,0.0673,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,95.7,70.5,0.252,0.252,0.252
Q14 BOT,Unknown,1,1,62,1,1,,,,6/16/2016,1:11:18 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.166,,mg N/L,1.24,0.0483,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,74.2,0.166,0.166,0.166
U19 TOP,Unknown,1,1,63,1,1,,,,6/16/2016,1:12:31 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,4.86,,mg N/L,24.6,1.06,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.4,70.9,4.86,4.86,4.86
U19 TOP,Unknown,1,1,63,1,1,,,,6/16/2016,1:12:31 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.658,,mg N/L,4.63,0.177,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,70.9,0.658,0.658,0.658
